"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11"
        职位描述：
        
        1、岗位职责  
1.风控模型：基于用户行为的分析、建模，利用用户行为模型进行风控模型的评测和改进；
2.异常检测：能够对于数据异常，流量作弊情况进行及时预警；
3.用户画像：负责构建用户数据模型，挖掘用户群体属性、潜在种子用户以及用户偏好等信息；
 
2、岗位要求  
1.对数据与业务方面有足够敏感性，有较强的逻辑分析能力，有较强的独立思考能力；
2.具备数理统计、数据挖掘、机器学习或相关背景，善于用数据和算法解决实际问题；
3.具备良好的逻辑思考能力和快速的学习能力；
4.较好的编程能力，熟悉Linux，熟悉Python、Java或R，至少会一门脚本语言；
5.熟悉分布式系统、大规模分布式存储和数据处理、hadoop、spark、redis、mongo等相关技术者优先；

        
    "
"2402371" "北京" "广告营销" "微播易" "150-500人" "成熟型(C轮)" "本科" "1-3年" "数据挖掘（社招、校招、实习）" "15k-30k" "
        职位描述：
        
        岗位职责：
1、 社交平台用户行为分析；
2、 特征值提取与分析；
3、建立数学模型对用户行为进行预测。
任职资格：
1、 计算机、数学、统计或其他相关领域本科或本科以上学历；
2、有机器学习或数据挖掘相关工作经验；
3、 熟悉常用的数据结构和算法；
4、有扎实的编程基础，至少能够熟练使用一种编程语言；
5、熟悉python或java的优先；
6、有一定的分布式数据处理经验；熟悉hadoop的优先；
7、逻辑分析能力强。
8、有数据Web可视化经验者优先
 
 
        
    "
"2723593" "北京" "移动互联网" "百度" "2000人以上" "上市公司" "本科" "3-5年" "百度智能数据中心机器学习/数据挖掘工程师" "15k-20k" "
        职位描述：
        
        工作职责：
-负责百度智能数据中心的机器学习和数据分析模型/策略/算法的设计和工程实现，侧重于模型建立和策略设计-负责从数据中心大数据中抽取有用信息并为解决智能数据中心运行中的实际问题建立模型-关注机器学习、系统运维、数据挖掘、人工智能等方向的前沿研究，并将相关成果快速工程化并在智能运维平台落地-负责相关方向核心成果的专利化，以及顶级期刊和会议论文的发表，塑造百度在智能数据中心方向的国内外影响力

职位要求：
-具有数据挖掘、机器学习等相关领域的学习背景或项目经验-具有良好的编程和工程实现能力-具有良好的沟通能力和团队合作能力-宽广的技术视野，精深的技术功底，创造性思维，富有想象力，有让技术产生更大影响力的理想和使命感-在顶级国际期刊或国际会议上发表论文，或参加相关国际比赛获奖，及持有相关专利者优先考虑
        
    "
"1396056" "杭州" "金融" "元宝铺" "150-500人" "成长型(B轮)" "大专" "3-5年" "数据挖掘建模专家" "12k-20k" "
        职位描述：
        
        1、利用公司的大数据，根据业务需求建立相关的模型，如信用评分模型，客户资信模型等待，进行定量的风险评估，并定期监控模型的效果，进行持续优化，确保相关模型对业务长期发展，为用于金融服务和信贷业务服务；
2、根据业务的需求，转化为数据模型；
3、全权负责相关模型的开发训练，评估，测试，部署相关工作；
4、完成性能及效果的监控工作；


岗位要求：
1、学历不限，毕业院校不限；
2、熟悉数据挖掘，机器学习的相关算法，具备深厚的统计理论基础，有3年以上模型开发工作经验优先
3、熟练运用SQL,SAS，R，java等相关工具；
4、曾从事以下行业的数据建模工作者优先考虑：金融数学、金融建模、信贷业务建模等；
5、专业优先考虑：数学、应用数学、金融数学、统计学、自动化、人工智能；
6、热情开朗、善于沟通；
7、工作责任心强，抗压能力强，有较好的创新精神。

        
    "
"2736112" "北京" "移动互联网,数据服务" "海知智能" "15-50人" "成长型(A轮)" "本科" "1-3年" "知识图谱工程师（大数据／数据挖掘／实体融合）" "15k-30k" "
        职位描述：
        
        职位描述：
1、运用知识图谱相关技术构建通用知识图谱，领域知识图谱并对不同数据源的同领域知识图谱数据进行融合。
2、基于现实遇到的各种问题，探索自然语言处理、机器学习、深度学习等技术解决方案的可能性。

岗位要求： 
1、计算机、统计学相关专业本科以上学历，1年以上相关的实习或工作经验；
2、熟悉知识图谱实体融合、实体链接的关键技术，有中文NLP经验者优先；
3、了解文本处理的基本算法与概念，如：文本相似度等；
4、熟练使用以下大数据平台中的至少一种：Hadoop, Spark；
5、熟练使用以下脚本语言中的至少一种：Python, Perl, R等；
6、良好的编程能力、算法设计能力，具备大规模语料数据处理经验者优先；
7、有较强的分析问题解决问题能力， 良好的沟通能力和团队协作精神；
8、能吃苦耐劳，有创业精神，在研发过程中能够独当一面；
9、有开源项目经验优先；

        
    "
"2512732" "上海" "金融" "凭安信用" "50-150人" "成长型(A轮)" "本科" "不限" "数据挖掘助理" "3k-6k" "
        职位描述：
        
        岗位职责：
1. 协助数据挖掘团队进行数据清洗工作
2. 学习数据挖掘所需相关技能

职位要求：
1. 计算机、数学、统计专业。大三及以上。
2. 学习能力强，逻辑思维能力强。
3. 具备一定的抗压能力。具备良好沟通能力，有团队协作精神。
4. 每周可工作5天。

        
    "
"1467767" "深圳" "移动互联网,金融" "无秘" "15-50人" "成长型(B轮)" "硕士" "3-5年" "高级算法与数据挖掘工程师" "25k-50k" "
        职位描述：
        
        职位描述
从事各种机器学习、数据挖掘算法等工作，改进金融风控模型。
 
职位要求
1、非常扎实的数学和机器学习基础，有数据挖掘领域的工作经验。
2、有从事过金融风控模型建设的实际经验者加分。
3、关注成效，能灵活运用各种算法解决实际问题。
4、喜欢跟踪机器学习领域的业界动态和发展趋势。
5、自我驱动。

        
    "
"2770564" "北京" "移动互联网,企业服务" "海致BDP" "150-500人" "成熟型(C轮)" "硕士" "3-5年" "数据挖掘工程师（机器学习）" "20K-30K" "
        职位描述：
        
        1. 3年以上以python/php/java为主的互联网产品软件的开发工作经验。
2. 熟悉大规模数据挖掘、机器学习、等相关技术，并具备实际工作经验。
3. 具备较强数据分析能力，能够针对业务提炼指标评估策略价值及发现关键问题。
4. 能够承担工作压力，具备创新思维、具备团队协作精神
        
    "
"2640973" "北京" "金融" "京东金融" "2000人以上" "上市公司" "硕士" "3-5年" "经营分析经理（数据挖掘方向）" "15k-30k" "
        职位描述：
        
        岗位职责：
1、负责各类业务数据的汇总统计分析，依据数据分析结果为业务部门提供运营支持；
2、根据业务需求进行专题数据分析，完善业务统计分析模型和体系，提交具有实用性建议方案的分析报告；
3、与其他团队合作完成数据分析、用户调研和其他工作；
4、通过数据分析主动发现业务运营中的可优化和提升环节。

任职资格：
1、研究生及以上学历，数学、统计学、金融、经济学等相关专业；
2、3年以上商业数据挖掘、数据分析、数据建模相关工作经验，具有互联网金融数据分析经验者优先；
3、至少熟练掌握和运用一种挖掘软件（SAS、SPSS、R等），精通excel公式函数；
4、具有对大数据集合进行数据提取、处理、分析和挖掘的能力；
5、能够经受较大强度的工作压力。

        
    "
"2471812" "北京" "移动互联网,数据服务" "百度" "2000人以上" "上市公司" "本科" "不限" "数据挖掘研发工程师" "15k-30k" "
        职位描述：
        
        职位描述：
1. 负责金融类机器学习和数据挖掘系统的设计、开发和运营；
2. 根据金融相关的业务需求，进行数据处理、加工、分析及模型研究 。
 
职位要求：
1. 熟练掌握Java、Python、或R等编程语言，以及常见的算法和数据结构；
2. 能够使用Hadoop、Hive、Spark等大数据应用工具进行数据加工和处理；
3. 有机器学习、数据挖掘或相关领域的研究经历或工作经历；
4. 良好的团队协作及沟通能力 ；
5. 有金融行业经验者优先考虑。

        
    "
"2514686" "长沙" "企业服务,数据服务" "共致开源" "50-150人" "成长型(不需要融资)" "本科" "1-3年" "数据挖掘工程师（算法方向）" "8k-15k" "
        职位描述：
        
        工作职责：
1、参与公司产品的规划设计
2、根据医疗产品的需求场景(疾病分析及预测、辅助诊疗、智能问答等)，使用NLP/ML中合适算法模型，并在实践中优化模型测试结果，使之达到工程可用
任职要求：
1、计算机、应用数学、模式识别、人工智能、自控、统计、运筹学等专业本科以上学历，硕士优先考虑；
2、熟悉常见统计和机器学习算法，比如逻辑回归，决策树等，有关联规则挖掘，协同过滤算法经验。
3、熟悉文本挖掘相关处理相关技术，比如：中文分词、词性标注、垃圾识别、命名实体识别、语义分析、分类、自动文本聚类等；
4、良好的英文阅读能力。
5、有医疗行业相关挖掘经验优先考虑。
6、符合条件的实习生也可考虑。

        
    "
"2635221" "深圳" "金融,数据服务" "YMF(永明峰)" "50-150人" "初创型(天使轮)" "本科" "3-5年" "高级数据挖掘工程师" "12k-20k" "
        职位描述：
        
        岗位职责：1.设计和搭建自动化的数据挖掘平台；2.负责提供个性化的数据挖掘服务；3.利用爬虫程序爬取相关网站并整理数据，形成持续、有意义的数据池;4.对海量业务数据进行分析，深度挖掘用户行为特征，构建用户精准营销的指标体系；5.负责数据挖掘平台效果评估和优化；

任职要求：1.统计、数学、计算机等相关专业本科以上学历；2.3年以上数据挖掘相关工作经验；3.熟练掌握Hadoop/Spark等大数据相关技术；4.熟悉使用编程语言C/C++, Java, Python, Perl，Scala 等；5.熟悉SQL Server/Postgre SQL/MySQL/Oracle/MongoDB查询分析数据；6.对数据仓库、数据挖掘理论和CRM理论有深刻理解；7.有耐心，对数据敏感，能发现/理解细微的变化代表的含义；8.有自动化性能测试工作经验优先拥有互联网金融产品开发相关经验优先 ；9.有动力和激情在初创公司的环境中发展；10.具备良好的英语水平，有金融数据库技术经验者优先;11.思路清晰，逻辑能力强，良好的敬业精神与团队精神；

其他要求：1.本科毕业；2.2年以上互联网经验，大数据分析、产品开发、金融科技软件优先考虑；3.英语熟练优先考虑；

职业发展方向：1.后台数据架构师2.员工期权

汇报对象：产品总监（创始团队成员之一）

福利待遇】1. 公司提供具有竞争性的无责任底薪+绩效奖金+激励奖金;2. 带薪系统的岗前培训和在职提升培训，完善的职业晋升通道；3. 严格按照国家规定购买五险一金；4. 公司实行5天8小时工作制，双休制无需加班；5. 公司会不定时举办员工聚餐旅游。联系人：高小姐特别声明：1.请求职人员认真阅读本公司招聘介绍，如本公司职位与您的职业规划相符。欢迎投递简历。2.简历投递完，公司会认真审阅筛选适合岗位要求的求职者，人事部会通过电话或者邮件方式邀约您前来公司面试，请留意近期的电话和邮箱。
3.顺祝求职、面试顺利！
        
    "
"2692368" "北京" "教育" "尚德机构" "2000人以上" "成熟型(C轮)" "本科" "1年以下" "机器学习/数据挖掘研发工程师" "15k-30k" "
        职位描述：
        
        岗位职责： 1.通过用户的属性和行为，构建特征、模型，预测用户下一步的行为； 2.移动APP内容推荐，为用户个性化地推送内容；
任职条件： 1.计算机、数学相关专业，本科以上； 2.熟悉数据挖掘、机器学习理论（聚类、回归、决策树、LDA、DNN、协同过滤等），并具备实践经验；  3.熟悉linux操作系统和常用命令,熟练使用python或其他脚本语言； 4.熟练使用一门常用开发语言，如c++/java； 5.有推荐、广告点击率预估、语音识别或者其他机器学习方面工作经验； 6.对数据敏感，对使用机器学习解决工业问题有热情。

        
    "
"2440129" "深圳" "移动互联网,金融" "无秘" "15-50人" "成长型(B轮)" "本科" "3-5年" "高级算法与数据挖掘工程师" "25k-50k" "
        职位描述：
        
        职位描述：
从事各种机器学习、数据挖掘算法等工作，改进金融风控模型。
职位要求:
1、非常扎实的数学和机器学习基础，有数据挖掘领域的工作经验。
2、有从事过金融风控模型建设的实际经验者加分。
3、关注成效，能灵活运用各种算法解决实际问题。
4、喜欢跟踪机器学习领域的业界动态和发展趋势。
5、自我驱动。

        
    "
"2755932" "北京" "移动互联网,数据服务" "百度" "2000人以上" "上市公司" "本科" "不限" "数据挖掘实习生" "3k-4k" "
        职位描述：
        
        我们需要你：-负责移动端、PC端网页搜索产品及相关基础策略的研发工作 -基于机器学习等方法，分析用户搜索行为及需求满足，并予以算法改进和系统实现 -对互联网海量资源的挖掘、识别及分类我们希望你：-熟悉数据挖掘、机器学习算法 -精通一门以上编程语言，熟练使用常用算法和数据结构，对算法有较强的实现能力 -优秀的分析问题和解决问题的能力，对解决具有挑战性问题充满激情 -有强烈的上进心和求知欲，善于学习新事物，渴望用技术改变未来 -加分项：熟悉大数据处理，及良好的产品sense
        
    "
"1612902" "北京" "金融,数据服务" "第四范式" "15-50人" "成长型(B轮)" "本科" "1-3年" "数据挖掘建模工程师" "18k-30k" "
        职位描述：
        
        #工作职责
我们面对金融、互联网等领域的企业用户
1、与客户沟通，了解业务逻辑，以及所需要解决的最关键的困难，分解出可优化的问题；
2、针对客户需要优化的核心问题，沟通了解最关键的因素与特征，了解业务经验。
3、使用最先进的机器学习技术，针对性的设计方案，根据设计的方案部署实施整个机器学习系统，解决客户的核心问题
4、设计线上线下实验方案，与客户沟通并完成实验，迭代优化机器学习系统效果。
 
#职位要求
必须技能：
1、计算机相关专业，对Linux，Shell，Java， Python有基本了解
2、对使用机器学习技术解决现实问题抱有极大的兴趣
3、很强的沟通能力
4、很强的学习能力和动手能力
5、思维敏捷，良好的逻辑分析能力、良好的沟通及组织能力
6、乐于解决具有挑战性的问题 
加分技能：
1、有ACM-ICPC等程序设计竞赛参赛、获奖经历
2、精通一门编程语言，熟练使用常用算法和数据结构，对算法有较强的实现能力
3、熟悉脚本语言，有搭建使用复杂系统的能力
4、有机器学习、数据挖掘、信息检索等相关领域的理论背景，有研究或应用相关的工作经验
5、参加过机器学习与数据挖掘相关竞赛（Kaggle, KDD Cup等）
6、IBM，Oracle，华为等对公公司的实习经历，参与过与客户打交道的项目

        
    "
"2433971" "上海" "数据服务,移动互联网" "银通征信" "15-50人" "初创型(未融资)" "本科" "不限" "数据挖掘-实习" "3k-5k" "
        职位描述：
        
        岗位职责：
 
1.负责数据平台系统问题分析，协调内部资源，解决产品问题。
2.负责数据平台对外、对内的技术问题的整理、解决以及归纳 。
3.负责制定数据平台问题处理的策略和流程，并辅助制定各类应急预案，提高服务质量。
 
任职要求：
 
1.本科或者研究生在读，计算机相关专业。
2.每周至少工作3天，需要长期实习，毕业后可留用。
3.熟练地使用sqlserver及mysql中的增删改查功能。
4.熟练地使用execl，sublime等文本处理工具，具有较强的文本编辑能力。
5.较强的沟通能力，极强的责任心及主动性。

        
    "
"2783699" "北京" "不限" "腾讯" "2000人以上" "上市公司" "本科" "3-5年" "OMG-数据挖掘与分析工程师（北京）" "26K-50K" "
        职位描述：
        
        工作职责：
负责移动资讯产品的海量数据分析和挖掘工作； 跟进业务各数据指标的计算和分析； 参与海量数据的存储、查询和运营数据分析体系搭建。
任职资格：
计算机相关专业，两年及以上工作经验； 熟练掌握SQL、python/R；熟悉JAVA，C/C++等语言； 熟练使用Hive、HDFS、HBase、Kafka等； 深入理解MapReduce，要求具有Spark/Hadoop/Storm等大规模分布式计算平台的使用经验； 有一定的业务数据敏感度，较强的数据分析能力，逻辑思考，问题定位解决能力。
OMG-文本分析与挖掘高级工程师（北京）
工作职责：
负责中文分词、词性标注、句法分析、命名实体识别等自然语言处理研发工作； 负责语义理解、知识图谱构建，分类/聚类，情感分析和质量识别工作。
任职资格：
自然语言处理、模式识别或机器学习相关专业硕士以上学历； 熟悉一些开源的算法库或工具，比如：stanfordNLP，NLTK，Apache OpenNLP，Kaldi, HTK/HTS，hadoop等，精通C/C++、Matlab、Python等至少一门语言； 熟悉自然语言处理领域的理论基础，掌握统计模型、机器学习相关原理，并具有实战经验，参与过相关项目； 4、有海量数据挖掘、知识图谱构建、深度学习研发经验优先； 有在文本分类或情感分析方面的经验优先； 参与过搜索、推荐等线上系统者优先； 具备良好的团队合作和沟通能力； 责任心强，积极主动，勇于接受挑战，具有创新精神。


        
    "
"2786260" "深圳" "移动互联网 ,游戏" "腾讯" "2000人以上" "上市公司" "本科" "3-5年" "高级数据挖掘工程师" "20k-35k" "
        职位描述：
        
        工作职责：
1、负责互联网金融产品的数据挖掘、用户画像、风险评级、数字化营销等工作；
2、负责互联网金融数据体系的梳理、设计、开发等工作；
3、对数据挖掘、金融科技领域的前沿技术进行跟踪、研究并能够在实际工作中进行应用。
 
任职资格：
1、计算机或相关专业本科以上学历，硕士、博士优先；
2、熟悉linux系统、C/C++语言；精通shell、python、lua等任一种脚本语言；
3、具有扎实的数据结构及算法功底，熟悉常用的数理统计方法和机器学习方法，有丰富的相关项目经验；
4、有海量数据分析与挖掘经验，熟悉hadoop、spark等分布式框架；
5、对数据敏感，具有优秀的分析问题解决问题能力，具备独立承担模型设计和系统搭建的能力；
6、性格开朗，责任心强，良好的沟通能力和团队协作能力；
7、有互联网金融领域的数据挖掘、风险评级、数据可视化经验者尤佳。

        
    "
"2456723" "北京" "移动互联网" "乐视" "2000人以上" "上市公司" "本科" "不限" "（高级）数据挖掘工程师" "15k-25k" "
        职位描述：
        
        岗位描述：
基于乐视海量生态数据，理解用户线上线下各种行为，挖掘用户显性和潜在兴趣需求，构建和优化用户画像模型，用于精准推荐、精准影响产品运营、个性化服务。- 设计和实现高效灵活的挖掘算法和系统框架，可以快速推广到垂直领域以及其他语言数据的用户画像模型的构建，支持乐视全球业务。 

任职要求：
熟悉大规模数据挖掘、机器学习、自然语言处理、分布式计算等相关技术，并具备实际工作经验。-具备大数据处理的经验，以及使用MapReduce、Hadoop、Hive等分布式计算工具的经验。 - 熟练掌握Python 、C++ 、Java语言的任意一种。
        
    "
"2341304" "西安" "移动互联网,数据服务" "海航生态科技" "2000人以上" "成熟型(不需要融资)" "本科" "1-3年" "大数据云平台数据挖掘工程师" "8k-16k" "
        职位描述：
        
        岗位职责：1.以数据挖掘和数据分析驱动海航大数据产品改进、推广2.研究、创造新的算法来支撑海航大数据产品未来的推荐系统发展3.从大量海航用户数据中抽取有用信息，探索新的产品形态4.跟踪推荐领域相关的算法进展和发展趋势

岗位要求：1.有较丰富的数据挖掘、推荐系统、机器学习经验，熟悉相关算法2.熟悉 Python、Java、R 等语言，有使用科学计算第三方库或工具的经验3.有大规模数据集处理或分布式计算（Hadoop、Spark）经验4.了解关系数据库及 SQL 查询语言5.良好的沟通能力，有团队合作精神和责任感
        
    "
"2290606" "深圳" "金融" "众安保险" "500-2000人" "成长型(A轮)" "本科" "3-5年" "数据挖掘高级工程师（反欺诈方向）" "10k-20k" "
        职位描述：
        
        
工作职责：
1、负责反欺诈平台各类风险安全数据的分析和挖掘工作；
2、负责反欺诈策略、模型的设计及开发工作；
3、负责反欺诈相关数据清洗提取、特征工程及模型平台的建设工作。
 
工作要求：
1、本科及以上学历；
2、2年以上相关工作经验；熟悉linux环境，shell、awk脚本编写；熟练掌握SQL使用；
3、具备c/c++或python/perl/R开发经验。
4、有良好的数据分析意识，逻辑清晰，善于发现数据背后的行为规律及动机；
5、熟练掌握数据挖掘方面的常用方法及算法技巧，能驾驭一些成熟的算法，比如：SVM/贝叶斯/决策树/逻辑回归
6、能独立承担数据的模型设计、存储规划等工作，有风控策略开发、经营分析系统或数据仓库建设经验者优先；
7、熟悉hadoopMR、spark等大数据工具平台者更佳。
8、有安全从业经验、海量数据挖掘、海量数据分析经验者优先考虑。

        
    "
"1201797" "北京" "电子商务" "京东" "2000人以上" "上市公司" "本科" "5-10年" "京东高薪招聘-数据挖掘" "25k-45k" "
        职位描述：
        
        职位描述
岗位描述  1）研究、设计基于订单、搜索等大数据的数据建模（算法设计）的解决方案；  2）对业务数据进行分析和建模，针对订单量、访问量及促销活动等，设计数学模型或算法；    任职资格  1）统招本科或以上学历，工作5年+，专业为数学、统计学或计算机专业；
2）具有优秀的数据分析技能和相关经验，具备较好的英文阅读能力；  3）具有丰富的数据挖掘、数据建模或机器学习的项目经验，擅长常用的统计方法，包括不限于：线性回归、逻辑回归、时间序列、聚类及神经网络等；  4）熟悉R、Python等编程语言/软件，熟悉Java、Hadoop、Hive，熟悉数据挖掘的常用算法，拥有海量数据处理和挖掘经验者有先；  5）具有优秀的报告讲解能力及沟通能力，具有较强的学习和协作能力；  6）优秀的团队合作精神、诚实、勤奋、严谨；

        
    "
"2677139" "成都" "电子商务" "京东商城" "2000人以上" "上市公司" "硕士" "5-10年" "高级数据挖掘工程师" "25k-40k" "
        职位描述：
        
        岗位职责：
1、基于海量电子商务数据以及其他数据,开发设计高可扩展/高并发/高效的数据挖掘、统计分析、图等算法，挖掘用户社会关系及特征；
2、利用数据挖掘技术分析、预测用户可能风险行为；

任职要求：
1、5年以上机器学习、数据挖掘、统计分析、推荐等算法相关的项目经验，熟悉常见的概率统计、数据挖掘、机器学习、关系网络等算法；；
2、精通决策树、聚类、逻辑回归，关联分析、SVM，贝叶斯等数据挖掘算法，有海量数据挖掘的项目经验；
3、熟悉Hadoop、Hive、Mahout、R、Spark等大数据相关技术者优先；
4、良好的互联网/金融行业风控领域数据背景优先，金融行业要求熟悉Spark，Hadoop相关大数据相关技术
5、良好的逻辑分析能力、分析问题和解决问题的能力，对数据敏感，良好的沟通能力。

        
    "
"2589634" "北京" "数据服务,移动互联网" "trustdata" "15-50人" "成长型(A轮)" "本科" "5-10年" "数据挖掘算法专家" "30k-50k" "
        职位描述：
        
        岗位职责：
1、 设计和搭建自动化的数据挖掘算法平台
2、 运用数据挖掘/统计学习的理论和方法，深度挖掘用户行为等特征数据；
3、运用机器学习等相关技术，对海量数据进行处理和分析，挖掘相关信息，建立模型，分析关键因素，提供个性化的数据挖掘算法服务；
4、对海量业务数据进行分析，构建用户精准营销的指标体系；
岗位要求：
1、 统计、数学、计算机等专业985本科或以上学历；
2、 对数据仓库、数据挖掘理论、以及算法和CRM理论有深刻理解；
3、 熟练使用Python、Java中的一种或几种；
4、 熟练掌握map-reduce技术，熟悉数据挖掘相关算法并具备不少于1年及以上机器学习、海量数据挖掘经验；
5、 具备良好的逻辑思维与表达能力；
6、有耐心，对数据敏感，能发现/理解细微的变化代表的含义；
7、性格开朗，责任感强，工作积极主动，具备学习意识，良好的团队协作意识。
        
    "
"2141172" "北京" "移动互联网,电子商务" "京东" "2000人以上" "上市公司" "不限" "5-10年" "高级数据挖掘工程师" "20k-40k" "
        职位描述：
        
        职责描述：
1.负责海量数据的分析处理和统计工作； 
2.数据仓库的设计，开发，维护,有效地抽取、综合、集成和挖掘已有数据库的数据资源
3.根据相关需求进行数据处理、查询，统计等工作。

任职资格
1. 3年以上数据分析、数据挖掘、数据统计等相关工作，有互联网行业数据分析经验者优先；
2. 能熟练写各种复杂sql, 对数据模型有一定使用经验，如朴素贝叶斯、神经网络、K邻算法的应用
3. 对数据仓库系统架构具有良好的认识，熟悉数据仓库、数据集市相关技术；
4. 熟悉ETL逻辑、数据挖掘相关算法；具有完整的BI/DW项目实施经历；
5. 有互联网海量数据分析和统计相关经验者优先；
6. 熟悉 R语言、python、hadoop、hive、hbase、spark大数据技术优先；
7. 具备良好的抗压能力、沟通能力、逻辑思维能力。 

        
    "
"2231073" "成都" "移动互联网,金融" "易贷网金融" "500-2000人" "成熟型(C轮)" "本科" "3-5年" "高级数据挖掘工程师" "10k-20k" "
        职位描述：
        
        岗位职责：
基于海量用户数据，建立数据挖掘模型，包括用户信用评分、用户价值评分和用户偏好预测等。1、分析用户数据：负责对用户特征提取，用户聚类分类，推荐系统协同过滤等业务问题，提供先进、适用的解决方案（模型）、高可扩展性的可并行化算法设计。2、改善业务模型：提供数据支持，帮助公司实现精细化运营3、设计数据工具：参与设计数据分析相关的系统工具；4、负责对用户行为、企业社交等业务问题，提供先进、适用的解决方案（模型）、高可扩展性的可并行化算法设计，协助对项目实施中遇到的算法性能瓶颈进行诊断和改进；5、负责对传统机器学习算法的并行化实现及应用提出改进方法及思路，输出设计文档和算法开发原型；6、深入研究业内领先的技术思路，结合各业务平台的数据，输出具有创新价值的预研项目可行性分析报告及相关实验数据。
 
岗位要求：1、计算机、统计学、数学、数理统计等相关专业，1年以上相关工作经验，本科及以上学历，硕士优先；2、熟悉   C、Java、Python等至少一门语言3、真正从事过机器学习、数据挖掘、统计分析、推荐等算法相关的项目经验，4、熟悉常见的概率统计、数据挖掘、机器学习算法，包括回归、决策树、SVM、朴素贝叶斯、神经网络、k-means等常用算法的适用场景、优点、缺点以及弥补办法；5、有社交、推荐系统、定向营销、电子商务、信息检索等方面的建模经验；6、有大规模分布式计算平台的使用和并行算法开发经验, 熟悉风险监控与预警机制者优先；；7、有金融信贷行业用户评分建模、互联网分布式大数据挖掘、通信运营商行业数据挖掘经验者优先。8、熟悉R、Matlab、SPSS等工具，具备一定的Java或Python编程能力者优先；9、了解hadoop，mpi，spark，storm等技术者优先；10、工作态度认真严谨，逻辑能力好，有较强的创新思维、执行力和沟通能力,严密的数学思维、突出的分析和归纳能力、优秀的沟通表达能力。
        
    "
"2721096" "北京" "移动互联网,数据服务" "今日头条" "500-2000人" "成熟型(C轮)" "本科" "1-3年" "反作弊数据挖掘工程师" "25k-50k" "
        职位描述：
        
        职位职责：
1、负责反作弊系统的系统设计及策略优化； 
2、通过海量数据，分析与挖掘各种潜在关联，从而不断优化反作弊效果，更好地识别作弊流量，保障客户利益和公司长远健康发展；
职位要求：
1、计算机或安全相关专业本科及以上学历；
2、熟悉机器学习、数据挖掘、数据分析、分布式计算至少某一方面，有较深的理论研究和实践经验 
3、精通至少一门编程语言，熟练运用各种常用算法和数据结构，有独立的实现能力 
4、有互联网相关反作弊工作经验者优先；
5、具备优秀的逻辑思维能力，对解决挑战性问题充满热情，善于解决问题和分析问题； 
6、良好的团队合作精神，较强的沟通能力和学习能力； 
7、有数据分析及数据挖掘相关工作经验者优先；
        
    "
"2805926" "北京" "移动互联网 ,游戏" "腾讯" "2000人以上" "上市公司" "硕士" "1-3年" "OMG097-数据挖掘与分析工程师（北京）" "15k-30k" "
        职位描述：
        
        计算机相关专业，两年及以上工作经验；
熟练掌握SQL、python/R；熟悉JAVA，C/C++等语言；
熟练使用Hive、HDFS、HBase、Kafka等；
深入理解MapReduce，要求具有Spark/Hadoop/Storm等大规模分布式计算平台的使用经验；
有一定的业务数据敏感度，较强的数据分析能力，逻辑思考，问题定位解决能力。

负责移动资讯产品的海量数据分析和挖掘工作；
跟进业务各数据指标的计算和分析；
参与海量数据的存储、查询和运营数据分析体系搭建。

        
    "
"2720348" "北京" "移动互联网,数据服务" "百度" "2000人以上" "上市公司" "本科" "3-5年" "用户研究/数据挖掘高级工程师" "15k-30k" "
        职位描述：
        
        工作职责:
-搭建理财用户行为数据框架，建立用户行为指标监测体系，监控各层次漏斗变化情况，定期产出可视化数据报告，建立良好的行为数据监控和汇报机制
-通过对理财用户行为数据深入分析挖掘，发现潜在问题关键因素，联合产品、运营寻找优化方案，为产品改进提供数据支持，帮助完成产品优化
-搭建用户行为评估体系，科学准确评估产品策略和运营活动效果
-构建用户数据模型，通过数据挖掘和分析，提供相关决策数据支持

职责要求:
-本科及以上学历，计算机、统计、数学、信息技术等专业
-熟悉Linux平台环境，熟练使用Linux命令 
-熟练使用Shell、Python等脚本语言
-熟悉SQL，熟悉Hadoop等大数据平台
-对数据敏感，具有较好的数据分析，抽象理解能力
-沟通表达能力强，能够进行跨部门协调沟通

具有以下条件者优先考虑：
-有用户行为研究方面工作经验优先考虑
-有数据挖掘和机器学习相关经验者优先考虑
-有互联网金融产品相关数据分析经验者优先考虑

        
    "
"1617938" "南京" "移动互联网,信息安全" "南京茂毓通" "15-50人" "初创型(未融资)" "本科" "1-3年" "大数据工程师（数据挖掘/机器学习方向）" "8k-15k" "
        职位描述：
        
        工作职责：
-使用机器学习算法从大规模数据中挖掘有价值知识；
-能应用机器学习算法解决业务问题
-能够设计、规划、并推动实现挑战性问题的技术解决方案；
-有能力负责一个或若干产品方向，用机器学习解决问题；
 
岗位要求：
1、计算机、电子工程等相关专业本科及以上学历， 2年及以上工作经验, 具备扎实的数学和计算机科学功底，以及坚实的数据挖掘和机器学习理论基础
2、精通C/C++/java/python语言编程，精通数据结构和算法设计；
3、熟练掌握数据挖掘或自然语言处理的基础理论和方法，如分类/聚类算法、预估算法等；
4、有大规模数据处理经验，参与过实际的机器学习项目者优先；
5、具有良好的分析问题和解决问题的能力，对解决具有挑战性问题充满激情；
 

        
    "
"2642823" "深圳" "金融,移动互联网" "深圳市全景网络有限公司" "150-500人" "成长型(不需要融资)" "大专" "1-3年" "大数据数据挖掘" "15k-25k" "
        职位描述：
