"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11"
        
        职责描述：
1. 加入新组建的研发小组，参与公司新产品的研发。
2. 根据需求文档完成功能设计、开发与测试。
3. 分析与挖掘大规模数据。

职位要求：
1. 1年以上相关经验，熟悉至少一门编程语言（如c/c++、java、python、js等）。
2. 对数据结构和算法设计具有深刻的理解。
3. 熟悉多线程编程、网络编程，有一定的后端开发经验。
4. 精通网页抓取原理及技术、正则表达式、xpath,能够从结构化的和非结构化的数据中获取信息。
5. 熟悉至少一种关系型数据库，如MySQL、PostgreSQL等。

具有以下能力者优先：
1. 数据提取与清洗
2. 数据库建模、索引优化
3. 数据分析与统计
4. 参与过数据挖掘、机器学习方面工作或研究
5. 熟悉分布式系统、大规模分布式存储和数据处理、hadoop、spark、redis、mongo等相关技术
        
    "
"2336507" "北京" "移动互联网,电子商务" "阿里巴巴" "2000人以上" "上市公司" "硕士" "不限" "高级数据挖掘专家/高级算法专家（个性化推荐-北京/杭州）" "25k-50k" "
        职位描述：
        
        业务介绍： 
商家应用技术部致力于为所有的商家提供全方位的应用软件增值服务，我们通过大数据赋能商家，提供官方服务产品包括但不限于：聚星台客户运营平台、商家评价管理、商家智能客服； 同时我们引入服务商资源并且建立了服务市场，使得商家借助官方以及服务商提供的产品服务精细化的运营他的客户、店铺、详情和微淘等。
 
岗位描述： 
1、 组建和带领团队，负责面向百万级商家的店铺内个性化推荐算法体系，通过个性化算法的持续升级优化不断提升商家的成交转化率。
2、 对店内个性化推荐算法业务方向进行整体规划，配合与推动算法业务落地，引进业界先进的算法技术，推动产品升级变革；
3、 业界前沿技术的跟进调研，建立和持续店内个性化推荐算法体系。
4、工作地点：杭州、北京
 
 
岗位要求：
1.     五年以上数据挖掘与机器学习应用经验，有个性化推荐、广告、营销相关的挖掘有实际项目经验；有2年以上团队管理经验者优先
2.     熟练掌握hadoop/spark/storm等大数据工具并有丰富实战经验
3.     算法架构经验丰富，熟悉常见的分布式算法架构，能够结合离线、实时和近实时技术搭建算法体系
4.     数据敏感度高，有良好的逻辑思维和定义以及解决问题的能力
5.     有互联网公司工作经历者优先
6.     优秀的组织与管理能力，能够带领团队达成既定任务；可以同时管理多个项目，具有与不同团队合作的意识，关注细节

        
    "
"2803310" "上海" "移动互联网,金融" "博易智软" "150-500人" "上市公司" "本科" "1-3年" "Python工程师\数据挖掘工程师" "12k-20k" "
        职位描述：
        
        岗位职责：
1.负责用户体系程序设计、开发;
2.根据产品需求制定技术方案，项目计划;
3.负责分析业务领域比较复杂的问题，提出解决方案;
4.负责对研发项目制定单元测试、压力测试方案并执行。
任职要求：
1.2年以上相关工作经验，至少1年以上Python编程经验，使用Python开发过大型系统经验者优先；
2.精通Python语言，熟悉Python多线程应用开发，熟悉tornado、django、web.py等网络开发框架；
3.拥有良好的代码习惯，结构清晰，命名规范，逻辑性强；
4.有丰富的面向对象设计及编程能力，熟悉OOP开发模式；
5.熟悉TCP/IP网络协议,熟悉Linux操作系统;
6.对新技术有强烈的探索欲望，责任心强，善于团队合作与管理，能够承受工作压力，有强烈的责任心。

        
    "
"2570158" "广州" "移动互联网,数据服务" "四方广告" "15-50人" "成长型(A轮)" "本科" "3-5年" "数据挖掘分析工程师" "10k-20k" "
        职位描述：
        
        岗位职责：1、对每天10亿级别的数据请求，挖掘有效的数据特征，为展现，点击，转化等环节建立有效的数据模型；
2、参与搭建online的机器学习系统，为精准的数据分析提供有效的数据支持；
3、线下挖掘有效的用户行为规律，整理出精准营销的用户行为学体系；
4、搭建有效的大数据分析流程，建立用户，媒体，广告等维度的标签体系；
5、深度分析各种线上数据，挖掘合适的投放策略和相关因子；
6、建立实时的大数据流反作弊，低质量流量控制系统。
 
岗位要求：1、本科以上学历、计算机/数学/统计学等相关专业，互联网行业算法方向两年以上工作经验；
2、熟悉linux编程，能够熟练使用各种脚本工具；
3、熟悉Hadoop、spark/storm或在MPI并行环境有应用实践经验；
4、有排序算法、推荐算法、自然语言处理、数据挖掘等之一的实践经验优先；
5、有数值分析，页面价值，反作弊，用户行为分析，人物画像等相关经验者优先；
6、具有搜索，广告等行业相关实践背景优先；
7、学习能力强；
8、良好的口头表达能力及文档说明能力。
        
    "
"2614065" "北京" "信息安全,数据服务" "上海欣方" "150-500人" "初创型(未融资)" "本科" "3-5年" "数据挖掘工程师（大数据方向）" "12k-14k" "
        职位描述：
        
        职位描述：
1、针对具体业务需求设计算法模型，实现或指导实现算法模型；
2、用机器学习、文本挖掘等技术，对数据进行挖掘；
3、构建通用的分布式环境下算法平台，支持业务相关算法实现和应用。
岗位要求：
1、计算机、数学、统计学相关专业，本科及以上学历； 
2、三年以上工作经验，至少有一个自然语言处理/文本挖掘类项目的开发实施经验； 
3、对Python、R语言必须至少熟悉一种，有pyspark或sparkR使用经验优先；
4、熟悉常见的数据挖掘算法，具有文本分类器模型开发经验优先； 
5、熟悉文本挖掘技术（文本分类、聚类、相似度计算、语义分析等）优先； 
6、了解Hadoop，Spark分布式机器学习者优先; 
7、有通信行为分析挖掘经验的优先；
8、具有良好的沟通能力和主动性，抗压能力较强； 
9、具有良好的英语阅读能力。

        
    "
"2581311" "成都" "电子商务" "支付宝" "2000人以上" "成熟型(D轮及以上)" "不限" "3-5年" "蚂蚁金服-数据挖掘专家-安全基础平台" "18k-36k" "
        职位描述：
        
        岗位描述：
在这里我们面对的不再是噪音高、非结构化信息比重大、商业价值偏低的数据；面对的将会是是真实的交易数据，亿级别消费者的商业行为，数十万级外部商户数据供你研究。我们不单单做基于分布式环境的离线算法实施，同时我们也会面对海量数据下实时增量的算法实施的挑战，如果你对这些有兴趣；如果你致力于用数据改变中国金融环境；如果你想建立整个中国消费者的信用体系；如果你想让支付的体验更加便捷与安全，请加入我们。 岗位描述： 1. 应用机器学习、文本挖掘等技术，对海量数据进行挖掘，发现其潜在关系，指导业务发展； 2. 构建通用的分布式环境下算法平台，包括矩阵计算、变量构造、算法封装，快速支持算法应用； 3. 通过海量商业数据实施用户画像、身份识别、风险防控、智能客服、信用体系、实时竞价广告、推荐引擎等项目； 4. 和业务部门密切配合寻求数据层面的商业价值并组织建设相应的数据标签； 5. 协助并指导新人完成相关数据挖掘项目。
岗位要求：
1. 数学、统计、计算机等相关专业硕士及以上学历； 2. 三年以上海量数据下机器学和算法实施相关工作经验； 3. 对聚类、分类、矩阵计算原理其中之一理解透彻； 4. 熟练掌握JAVA编程语言，熟悉Linux/Unix平台上的开发环境； 5. 熟悉分布式系统（Hadoop）和算法设计，以及增量算法实施经验； 6. 有金融行业、会员研究、风险防控等领域经验的优先考虑。

        
    "
"2726141" "北京" "移动互联网" "百度" "2000人以上" "上市公司" "不限" "1-3年" "用户行为数据挖掘工程师" "15k-30k" "
        职位描述：
        
        工作职责：
         -负责大搜索pc端和无线端的用户基础数据建设及挖掘工作
         -负责大搜索pc端和无线端的用户行为相关特征挖掘，行为模型和用户画像建设
         -负责大搜索pc端和无线端的用户行为反作弊策略设计
职位要求：
         -一年以上数据挖掘相关工作经验
         -有海量数据处理经验，熟悉map-reduce分布式开发
         -熟悉数据结构与算法，对数据挖掘与机器学习理论有一定的研究及应用
         -熟悉Linux环境编程，熟练掌握c++/python语言，有良好的编程习惯
         -较强的分析问题和解决问题的能力，勇于面对挑战性问题
        
优先条件：
         -有互联网用户数据建设、用户画像、反作弊相关项目经验者优先
